Time,Measurement 1 (dBm)
20:50.2,-39.3950808
20:50.3,-39.37838
20:50.4,-39.3896456
20:50.6,-39.403267
20:50.7,-39.4148234
20:50.8,-39.4293676
20:50.9,-39.4451417
20:51.0,-39.451453
20:51.1,-39.4387271
20:51.2,-39.4201184
20:51.3,-39.4063692
20:51.4,-39.3851016
20:51.5,-39.3592165
20:51.6,-39.3723652
20:51.7,-39.3751261
20:51.8,-39.3822966
20:51.9,-39.394184
20:52.0,-39.3974727
20:52.1,-39.4005731
20:52.2,-39.3989111
20:52.3,-39.3964707
20:52.4,-39.4010352
20:52.6,-39.3921531
20:52.7,-39.3951139
20:52.8,-39.3920871
20:52.9,-39.3952892
20:53.0,-39.3976985
20:53.1,-39.4013529
20:53.2,-39.3964523
20:53.3,-39.3961541
20:53.4,-39.3983923
20:53.5,-39.4016489
20:53.6,-39.4052185
20:53.7,-39.4089606
20:53.8,-39.4131578
20:53.9,-39.4160018
20:54.0,-39.4178801
20:54.1,-39.4175617
20:54.2,-39.4199638
20:54.3,-39.4227399
20:54.4,-39.4229942
20:54.5,-39.4251171
20:54.7,-39.4259352
20:54.8,-39.4261578
20:54.9,-39.4252903
20:55.0,-39.4252271
20:55.1,-39.4253196
20:55.2,-39.4260151
20:55.3,-39.4265926
20:55.4,-39.4271287
20:55.5,-39.426783
20:55.6,-39.4295221
20:55.7,-39.430928
20:55.8,-39.4322937
20:55.9,-39.4327977
20:56.0,-39.4331903
20:56.1,-39.431608
20:56.2,-39.432365
20:56.3,-39.4327392
20:56.4,-39.433835
20:56.5,-39.4340446
20:56.7,-39.4357317
20:56.8,-39.4364415
20:56.9,-39.4372752
20:57.0,-39.4374598
20:57.1,-39.4356457
20:57.2,-39.4322277
20:57.3,-39.432778
20:57.4,-39.432918
20:57.5,-39.4342193
20:57.6,-39.4358871
20:57.7,-39.4367337
20:57.8,-39.4366669
20:57.9,-39.436991
20:58.0,-39.4358954
20:58.1,-39.2946373
20:58.2,-38.3417962
20:58.3,-38.9490174
20:58.4,-39.0353291
20:58.5,-39.1084723
20:58.6,-39.1907744
20:58.7,-39.2126303
20:58.8,-39.2571194
20:58.9,-39.295266
20:59.1,-39.3152503
20:59.2,-39.33593
20:59.3,-39.3353129
20:59.4,-39.3298589
20:59.5,-39.3054311
20:59.6,-39.304662
20:59.7,-39.3159991
20:59.8,-39.3204625
20:59.9,-39.3295253
21:00.0,-39.3189136
21:00.1,-39.3232723
21:00.2,-39.2684347
21:00.3,-39.2859559
21:00.4,-39.4638741
21:00.5,-39.447407
21:00.6,-39.4274862
21:00.7,-39.4450273
21:00.8,-39.4555507
21:00.9,-39.4365412
21:01.1,-39.443417
21:01.2,-39.4572761
21:01.3,-39.4662818
21:01.4,-39.4712042
21:01.5,-39.4606409
21:01.6,-39.4627289
21:01.7,-39.4451431
21:01.8,-39.4380848
21:01.9,-39.4383804
21:02.0,-39.4286072
21:02.1,-39.4274011
21:02.2,-39.4259381
21:02.3,-39.4274339
21:02.4,-39.4291772
21:02.5,-39.4274347
21:02.7,-39.4298256
21:02.8,-39.4279157
21:02.9,-39.430262
21:03.0,-39.416261
21:03.1,-39.4172864
21:03.2,-39.4178344
21:03.3,-39.4227236
21:03.4,-39.429316
21:03.5,-39.4303149
21:03.6,-39.4276006
21:03.7,-39.4190992
21:03.8,-39.4121585
21:03.9,-39.4015928
21:04.0,-39.394212
21:04.1,-39.3947647
21:04.2,-39.3952435
21:04.3,-39.3987053
21:04.4,-39.3893609
21:04.6,-39.3821278
21:04.7,-39.0331845
21:04.8,-38.9093701
21:04.9,-38.9030274
21:05.0,-38.8820103
21:05.1,-38.8864715
21:05.2,-38.9663382
21:05.3,-39.0315737
21:05.4,-39.0953557
21:05.5,-39.1332748
21:05.6,-39.1706512
21:05.7,-39.195236
21:05.8,-39.2079213
21:05.9,-39.225518
21:06.0,-39.2041237
21:06.1,-39.2001908
21:06.2,-39.1987313
21:06.3,-39.211296
21:06.4,-39.2225127
21:06.5,-39.2154452
21:06.7,-39.2240281
21:06.8,-39.2323575
21:06.9,-39.2458999
21:07.0,-39.2519481
21:07.1,-39.6293164
21:07.2,-39.0278817
21:07.3,-38.9518079
21:07.4,-39.0636837
21:07.5,-39.130248
21:07.6,-39.1491008
21:07.7,-39.1676509
21:07.8,-39.2041107
21:07.9,-39.233059
21:08.0,-39.2168583
21:08.1,-39.2281464
21:08.2,-39.2415701
21:08.3,-39.2507723
21:08.4,-39.2641157
21:08.5,-39.2693322
21:08.6,-39.2821661
21:08.7,-39.2898456
21:08.9,-39.2939047
21:09.0,-39.2911088
21:09.1,-39.289825
21:09.2,-39.2950933
21:09.3,-39.2997577
21:09.4,-39.3025585
21:09.5,-39.2999231
21:09.6,-39.3059189
21:09.7,-39.3068788
21:09.8,-39.3093817
21:09.9,-39.3113819
21:10.0,-39.3111945
21:10.1,-39.3129526
21:10.2,-39.3163843
21:10.3,-39.3078611
21:10.4,-39.3112593
21:10.5,-39.6241831
21:10.6,-39.6145013
21:10.7,-39.4726777
21:10.8,-39.4275883
21:10.9,-39.4323824
21:11.0,-39.4636732
21:11.2,-39.4200692
21:11.3,-39.436505
21:11.4,-39.4411807
21:11.5,-39.3932817
21:11.6,-36.8018905
21:11.7,-39.4485084
21:11.8,-39.469952
21:11.9,-39.491954
21:12.0,-39.4881356
21:12.1,-39.4040646
21:12.2,-39.4507469
21:12.3,-39.4496163
21:12.4,-39.4665502
21:12.5,-39.4719646
21:12.6,-39.4737159
21:12.7,-39.4772327
21:12.8,-39.4808945
21:12.9,-39.4846593
21:13.0,-39.4835401
21:13.1,-39.4856947
21:13.2,-39.4725493
21:13.3,-39.4774388
21:13.4,-39.484037
21:13.6,-39.4863233
21:13.7,-39.4915123
21:13.8,-39.4989203
21:13.9,-39.498137
21:14.0,-39.4974995
21:14.1,-39.4981047
21:14.2,-39.4989189
21:14.3,-39.4985427
21:14.4,-39.5007276
21:14.5,-39.5018912
21:14.6,-39.5038256
21:14.7,-39.5087563
21:14.8,-39.5113455
21:14.9,-39.5130719
21:15.0,-39.4957218
21:15.1,-39.4946043
21:15.2,-39.4953763
21:15.3,-39.4961089
21:15.4,-39.4977893
21:15.5,-39.5006986
21:15.6,-39.5036219
21:15.8,-39.5053665
21:15.9,-39.5062151
21:16.0,-39.4997787
21:16.1,-39.500095
21:16.2,-39.5022304
21:16.3,-39.5039743
21:16.4,-39.5094663
21:16.5,-39.5109525
21:16.6,-39.5119159
21:16.7,-39.5144831
21:16.8,-39.5173603
21:16.9,-39.5208709
21:17.0,-39.5237807
21:17.1,-39.5269366
21:17.2,-39.5265759
21:17.3,-39.5253038
21:17.4,-39.5241167
21:17.5,-39.5286928
21:17.6,-39.5304832
21:17.7,-39.5320484
21:17.9,-39.5338056
21:18.0,-39.5352233
21:18.1,-39.5357883
21:18.2,-39.5360805
21:18.3,-39.5369642
21:18.4,-39.538757
21:18.5,-39.5382831
21:18.6,-39.539157
21:18.7,-39.5400548
21:18.8,-39.5419256
21:18.9,-39.543239
21:19.0,-39.543316
21:19.1,-39.5455227
21:19.2,-39.5461044
21:19.3,-39.5453407
21:19.4,-39.5440176
21:19.5,-39.5454367
21:19.6,-39.5465207
21:19.7,-39.5468289
21:19.8,-39.5485588
21:20.0,-39.5477387
21:20.1,-39.5473416
21:20.2,-39.5456876
21:20.3,-39.5451966
21:20.4,-39.5467108
21:20.5,-39.5480193
21:20.6,-39.5487777
21:20.7,-39.54939
21:20.8,-39.5501566
21:20.9,-39.5491207
21:21.0,-39.5489118
21:21.1,-39.5507186
21:21.2,-39.5515547
21:21.3,-39.5518811
21:21.4,-39.5499737
21:21.5,-39.5440909
21:21.6,-39.5446335
21:21.8,-39.5461307
21:21.9,-39.5431108
21:22.0,-39.5447765
21:22.1,-39.547398
21:22.2,-39.5481708
21:22.3,-39.5491749
21:22.4,-39.7293051
21:22.5,-39.7713235
21:22.6,-39.7840879
21:22.7,-39.7823894
21:22.8,-39.7576057
21:22.9,-39.6247175
21:23.1,-39.6540397
21:23.2,-39.6506668
21:23.3,-39.6247972
21:23.4,-39.6277377
21:23.5,-39.6260741
21:23.6,-39.6192612
21:23.7,-39.6020377
21:23.8,-39.588539
21:23.9,-39.5900928
21:24.0,-39.5776526
21:24.1,-39.2549373
21:24.2,-39.5873811
21:24.3,-39.6220367
21:24.4,-39.6177933
21:24.5,-39.6310609
21:24.6,-39.6613131
21:24.7,-39.6723075
21:24.8,-39.6610379
21:24.9,-39.6732296
21:25.0,-39.6635305
21:25.1,-39.6591636
21:25.2,-39.6552878
21:25.4,-39.6577077
21:25.5,-39.6474678
21:25.6,-39.6453782
21:25.7,-39.6515602
21:25.8,-39.6157623
21:25.9,-39.6058042
21:26.0,-39.6099612
21:26.1,-39.6040851
21:26.2,-39.6045202
21:26.3,-39.6085117
21:26.4,-39.6047735
21:26.5,-39.9089504
21:26.6,-39.7676899
21:26.7,-39.7109014
21:26.8,-39.6716102
21:26.9,-39.697227
21:27.0,-39.6906525
21:27.1,-39.6790952
21:27.2,-39.6745727
21:27.3,-39.6707193
21:27.4,-39.664847
21:27.5,-39.6636836
21:27.7,-39.6685517
21:27.8,-39.665367
21:27.9,-39.654572
21:28.0,-39.658973
21:28.1,-39.6503228
21:28.2,-39.6459716
21:28.3,-39.6479571
21:28.4,-39.650959
21:28.5,-39.6534292
21:28.6,-39.6557586
21:28.7,-39.6584909
21:28.8,-39.6391793
21:28.9,-39.6069558
21:29.0,-39.5877938
21:29.1,-39.5777864
21:29.2,-39.5579136
21:29.3,-39.5483053
21:29.4,-39.5361953
21:29.6,-39.5260881
21:29.7,-39.5147203
21:29.8,-39.4995441
21:29.9,-39.4849279
21:30.0,-39.4789277
21:30.1,-39.4732842
21:30.2,-39.4657049
21:30.3,-39.4572615
21:30.4,-39.4497073
21:30.5,-39.4592164
21:30.6,-39.4659506
21:30.7,-39.4713157
21:30.8,-39.475002
21:30.9,-39.4655411
21:31.0,-39.4537513
21:31.1,-39.4509532
21:31.2,-39.4492098
21:31.3,-39.4529612
21:31.4,-39.4525571
21:31.5,-39.4488839
21:31.6,-39.444476
21:31.8,-39.4470787
21:31.9,-39.4510901
21:32.0,-39.4546153
21:32.1,-39.4581718
21:32.2,-39.4496911
21:32.3,-39.4522745
21:32.4,-39.4552222
21:32.5,-39.4582969
21:32.6,-39.4589109
21:32.7,-39.4580633
21:32.8,-39.4624533
21:32.9,-39.467968
21:33.0,-39.4701687
21:33.1,-39.4728295
21:33.2,-39.4770387
21:33.3,-39.4793395
21:33.4,-39.4808112
21:33.5,-39.4849751
21:33.6,-39.4877816
21:33.7,-39.4903205
21:33.8,-39.4926888
21:33.9,-39.4909124
21:34.0,-39.4945841
21:34.2,-39.4882588
21:34.3,-39.4884393
21:34.4,-39.4889123
21:34.5,-39.4030023
21:34.6,-39.7658449
21:34.7,-39.6505287
21:34.8,-39.5690205
21:34.9,-39.6203615
21:35.0,-39.6190268
21:35.1,-39.3130925
21:35.2,-39.3071734
21:35.3,-39.4472839
21:35.4,-39.3678588
21:35.5,-39.4327689
21:35.6,-39.482921
21:35.7,-39.5278312
21:35.8,-39.5399723
21:35.9,-39.5532753
21:36.0,-39.5532437
21:36.1,-39.5810601
21:36.2,-39.6105226
21:36.4,-39.5697664
21:36.5,-39.5890251
21:36.6,-39.5467681
21:36.7,-39.5205134
21:36.8,-39.5355203
21:36.9,-39.5573153
21:37.0,-39.5869727
21:37.1,-39.6080328
21:37.2,-39.6158315
21:37.4,-39.6303253
21:37.5,-39.6381262
21:37.6,-39.6524289
21:37.7,-39.6592217
21:37.8,-39.666378
21:37.9,-39.6660138
21:38.0,-39.6722103
21:38.1,-39.675078
21:38.2,-39.6745429
21:38.3,-39.6789432
21:38.4,-39.6770739
21:38.5,-39.6769742
21:38.6,-39.6810164
21:38.8,-39.6911815
21:38.9,-39.6915694
21:39.0,-39.6965657
21:39.1,-39.6990532
21:39.2,-39.7014664
21:39.3,-39.6804594
21:39.4,-39.6658553
21:39.5,-39.095917
21:39.6,-39.0897192
21:39.7,-39.1224898
21:39.8,-39.141173
21:39.9,-39.2401996
21:40.0,-39.3257661
21:40.1,-39.3750337
21:40.2,-39.3776573
21:40.3,-39.394919
21:40.4,-39.4448261
21:40.5,-39.4865639
21:40.6,-39.526324
21:40.7,-39.5468211
21:40.8,-39.5596826
21:40.9,-39.5416725
21:41.1,-39.5017415
21:41.2,-39.475509
21:41.3,-39.4767208
21:41.4,-39.4524545
21:41.5,-39.4343436
21:41.6,-39.4200306
21:41.7,-39.4225643
21:41.8,-39.4448718
21:41.9,-39.4607136
21:42.0,-39.4759516
21:42.1,-39.4882884
21:42.2,-39.5038646
21:42.3,-39.5190428
21:42.4,-39.5328446
21:42.5,-39.5418558
21:42.6,-39.5486566
21:42.7,-39.5541634
21:42.8,-39.5581862
21:42.9,-39.5628583
21:43.0,-39.5691761
21:43.1,-39.5807043
21:43.3,-39.5845085
21:43.4,-39.5894861
21:43.5,-39.6001928
21:43.6,-39.6099608
21:43.7,-39.6197571
21:43.8,-39.6242953
21:43.9,-39.6319774
21:44.0,-39.6394684
21:44.1,-39.6412062
21:44.2,-39.6442231
21:44.3,-39.645157
21:44.4,-39.6495136
21:44.5,-39.6517121
21:44.6,-39.6545914
21:44.7,-39.6581905
21:44.8,-39.6636316
21:44.9,-39.6678674
21:45.0,-39.6727702
21:45.1,-39.6761709
21:45.2,-39.67758
21:45.4,-39.6791137
21:45.5,-39.6814794
21:45.6,-39.6832452
21:45.7,-39.6850666
21:45.8,-39.6852123
21:45.9,-39.687555
21:46.0,-39.6911471
21:46.1,-39.6926991
21:46.2,-39.6950702
21:46.3,-39.6974236
21:46.4,-39.699591
21:46.5,-39.7012203
21:46.6,-39.7036145
21:46.7,-39.7039156
21:46.8,-39.7052105
21:46.9,-39.70727
21:47.0,-39.7086921
21:47.1,-39.7024111
21:47.3,-39.7032251
21:47.4,-39.7046434
21:47.5,-39.7063847
21:47.6,-39.7001336
21:47.7,-39.7055977
21:47.8,-39.7083012
21:47.9,-39.7118787
21:48.0,-39.7142998
21:48.1,-39.9528062
21:48.2,-39.9706758
21:48.3,-39.8939784
21:48.4,-39.7921919
21:48.5,-39.8284801
21:48.6,-39.5213994
21:48.8,-39.5488176
21:48.9,-39.5987992
21:49.0,-39.6267116
21:49.1,-39.6531495
21:49.2,-39.6822755
21:49.3,-39.7161491
21:49.4,-39.7324473
21:49.5,-39.7329382
21:49.6,-39.7573854
21:49.7,-39.769065
21:49.8,-39.7903235
21:49.9,-39.8012943
21:50.0,-39.8154473
21:50.1,-39.8191784
21:50.2,-39.8296903
21:50.3,-39.8386505
21:50.4,-39.841007
21:50.5,-39.8546714
21:50.6,-39.8625771
21:50.7,-39.8649095
21:50.8,-39.8729321
21:50.9,-39.8712242
21:51.1,-39.8766897
21:51.2,-39.8743304
21:51.3,-39.8708381
21:51.4,-39.8747835
21:51.5,-39.8711857
21:51.6,-39.8728216
21:51.7,-39.8755129
21:51.8,-39.87161
21:51.9,-39.8739271
21:52.0,-39.8709541
21:52.1,-39.8752
21:52.2,-39.8764135
21:52.3,-39.878505
21:52.4,-39.8740397
21:52.5,-39.8596515
21:52.6,-39.8423305
21:52.7,-39.8311108
21:52.8,-39.8257319
21:52.9,-39.823378
21:53.0,-39.8281882
21:53.1,-39.8319061
21:53.3,-39.8383208
21:53.4,-39.8432408
21:53.5,-39.8488498
21:53.6,-39.8525083
21:53.7,-39.8578345
21:53.8,-39.8614669
21:53.9,-39.8665416
21:54.0,-39.8712692
21:54.1,-39.8751203
21:54.2,-39.8768904
21:54.3,-39.8794612
21:54.4,-39.8832394
21:54.5,-39.8794175
21:54.6,-39.8761321
21:54.7,-39.8649272
21:54.8,-39.8679158
21:54.9,-39.8673208
21:55.0,-39.8576494
21:55.1,-39.8541802
21:55.2,-39.2335874
21:55.3,-39.4101982
21:55.5,-39.516681
21:55.6,-39.5026789
21:55.7,-39.4795078
21:55.8,-39.4540352
21:55.9,-39.5003163
21:56.0,-39.5338798
21:56.1,-39.5856085
21:56.2,-39.6273443
21:56.3,-39.6528738
21:56.4,-39.6752049
21:56.5,-39.6435754
21:56.6,-39.6441616
21:56.7,-39.6631164
21:56.8,-39.6581164
21:56.9,-39.612911
21:57.0,-39.6000056
21:57.1,-39.3315126
21:57.2,-39.4550615
21:57.3,-39.4434482
21:57.4,-39.4333048
21:57.5,-39.5061231
21:57.6,-39.4909793
21:57.8,-39.4715898
21:57.9,-39.4676277
21:58.0,-39.4714328
21:58.1,-39.4715641
21:58.2,-39.4681307
21:58.3,-39.4777902
21:58.4,-39.4767242
21:58.5,-39.4748081
21:58.6,-39.4727662
21:58.7,-39.4706394
21:58.9,-39.4581072
21:59.0,-39.4612309
21:59.1,-39.5133084
21:59.2,-39.5433354
21:59.3,-40.1250666
21:59.4,-40.2226032
21:59.5,-40.2315686
21:59.6,-40.2179198
21:59.7,-40.2027246
21:59.8,-40.1887502
21:59.9,-40.1157844
22:00.0,-40.0302803
22:00.1,-39.9378704
22:00.2,-39.8793502
22:00.3,-39.8195994
22:00.4,-39.800678
22:00.5,-39.7752308
22:00.6,-39.6390436
22:00.7,-39.5896022
22:00.8,-39.55998
22:00.9,-39.5690411
22:01.1,-39.5581826
22:01.2,-39.5207838
22:01.3,-39.4940743
22:01.4,-39.4871696
22:01.5,-39.470625
22:01.6,-39.4696932
22:01.7,-39.4573123
22:01.8,-39.4358053
22:01.9,-39.4335938
22:02.0,-39.4368608
22:02.1,-39.4313138
22:02.2,-39.4415936
22:02.3,-39.4458322
22:02.4,-39.4491959
22:02.5,-39.4527063
22:02.6,-39.4523857
22:02.7,-39.4578675
22:02.8,-39.4563232
22:02.9,-39.4515422
22:03.0,-39.4540501
22:03.1,-39.4258671
22:03.2,-39.4309862
22:03.3,-39.4360867
22:03.5,-39.4383474
22:03.6,-39.4424588
22:03.7,-39.4470781
22:03.8,-39.4501227
22:03.9,-39.457052
22:04.0,-39.4571897
22:04.1,-39.463074
22:04.2,-39.4666489
22:04.3,-39.4666467
22:04.4,-39.482525
22:04.5,-39.491187
22:04.6,-39.5119785
22:04.7,-39.5215518
22:04.8,-39.5419635
22:04.9,-40.1084726
22:05.0,-40.129817
22:05.1,-40.1552113
22:05.2,-40.144188
22:05.3,-40.1372341
22:05.4,-40.1464122
22:05.6,-40.1524056
22:05.7,-40.1456563
22:05.8,-40.1380956
22:05.9,-40.1341792
22:06.0,-40.1260499
22:06.1,-40.1368496
22:06.2,-40.126173
22:06.3,-40.1296895
22:06.4,-40.1359267
22:06.5,-40.1394761
22:06.6,-40.12789
22:06.7,-40.1279069
22:06.8,-40.126161
22:06.9,-40.1307965
22:07.0,-40.1296181
22:07.1,-40.1303064
22:07.2,-40.1343743
22:07.3,-40.1379406
22:07.4,-40.1316441
22:07.5,-40.1281006
22:07.6,-40.1228241
22:07.8,-40.0959402
22:07.9,-39.3934424
22:08.0,-39.4108028
22:08.1,-39.4112054
22:08.2,-39.4872536
22:08.3,-39.6216638
22:08.4,-39.6644038
22:08.5,-39.5559358
22:08.6,-39.6339409
22:08.7,-39.6766034
22:08.8,-39.736888
22:08.9,-39.7588473
22:09.0,-39.7899956
22:09.1,-39.8312603
22:09.2,-39.8292556
22:09.3,-39.8423854
22:09.4,-39.8382814
22:09.5,-39.8424761
22:09.7,-39.848918
22:09.8,-39.8632808
22:09.9,-39.87846
22:10.0,-39.8825595
22:10.1,-39.8583398
22:10.2,-39.857762
22:10.3,-39.8613608
22:10.4,-39.8778968
22:10.5,-39.8888302
22:10.6,-39.8951533
22:10.7,-39.9005503
22:10.8,-39.9078825
22:10.9,-39.9140011
22:11.0,-39.9215083
22:11.2,-39.9240032
22:11.3,-39.9274922
22:11.4,-39.9359319
22:11.5,-39.9372641
22:11.6,-39.94014
22:11.7,-39.9415473
22:11.8,-39.9439345
22:11.9,-39.946588
22:12.0,-39.9480292
22:12.1,-39.950798
22:12.2,-40.2061317
22:12.3,-39.8922957
22:12.4,-40.0378883
22:12.5,-40.0924225
22:12.6,-40.1102032
22:12.7,-40.1140009
22:12.8,-40.1235373
22:12.9,-40.1498219
22:13.1,-40.0026186
22:13.2,-40.0392145
22:13.3,-40.0693258
22:13.4,-40.0918585
22:13.5,-40.1161658
22:13.6,-40.1328293
22:13.7,-40.1558232
22:13.8,-40.1556965
22:13.9,-40.144175
22:14.0,-40.1419826
22:14.1,-40.1423043
22:14.2,-40.1399056
22:14.3,-40.1430993
22:14.4,-40.1512233
22:14.5,-40.1440731
22:14.6,-40.1522818
22:14.7,-40.1590745
22:14.8,-40.1628573
22:14.9,-40.1683661
22:15.1,-40.1672679
22:15.2,-40.1678024
22:15.3,-40.1672637
22:15.4,-40.1585794
22:15.5,-40.1530768
22:15.6,-40.1590419
22:15.7,-40.1606144
22:15.8,-40.1412157
22:15.9,-40.1432848
22:16.0,-40.1472536
22:16.1,-40.1507985
22:16.2,-40.1539547
22:16.3,-40.1581279
22:16.4,-40.1595171
22:16.5,-40.167013
22:16.6,-40.1725831
22:16.7,-40.1756568
22:16.8,-40.1753361
22:16.9,-40.1770487
22:17.0,-40.1796443
22:17.1,-40.1813314
22:17.2,-40.1830414
22:17.4,-40.1851041
22:17.5,-40.1874343
22:17.6,-40.1890781
22:17.7,-40.1904992
22:17.8,-40.1934527
22:17.9,-40.1944395
22:18.0,-40.195109
22:18.1,-40.1962555
22:18.2,-40.1959471
22:18.3,-40.1950543
22:18.4,-40.1949711
22:18.5,-40.1984797
22:18.6,-40.1981744
22:18.7,-40.2000333
22:18.8,-40.2027356
22:18.9,-40.2007843
22:19.0,-40.1969921
22:19.1,-40.1857843
22:19.2,-39.7293614
22:19.4,-39.5970807
22:19.5,-39.5706018
22:19.6,-39.5499366
22:19.7,-39.546664
22:19.8,-39.5655653
22:19.9,-39.5647179
22:20.0,-39.5725981
22:20.1,-39.6069352
22:20.2,-39.6624658
22:20.3,-39.7005766
22:20.4,-39.7298454
22:20.5,-39.743565
22:20.6,-39.7568977
22:20.7,-39.771619
22:20.8,-39.786993
22:20.9,-39.8005737
22:21.0,-39.8152942
22:21.1,-39.8388435
22:21.2,-39.8508485
22:21.3,-39.8608181
22:21.4,-39.8692977
22:21.5,-39.8766675
22:21.6,-39.8892683
22:21.8,-39.8988853
22:21.9,-39.9022317
22:22.0,-39.8942951
22:22.1,-39.887749
22:22.2,-39.8789927
22:22.3,-39.8751791
22:22.4,-39.8644985
22:22.5,-39.8158441
22:22.6,-39.628949
22:22.7,-39.6164995
22:22.8,-39.8838245
22:22.9,-39.6285567
22:23.0,-39.6855387
22:23.1,-39.7249002
22:23.2,-39.7984506
22:23.3,-39.7509736
22:23.4,-39.7399975
22:23.5,-39.7889901
22:23.6,-39.7653018
22:23.8,-39.7495382
22:23.9,-39.7395217
22:24.0,-39.727946
22:24.1,-39.7453578
22:24.2,-39.7176105
22:24.3,-39.7163324
22:24.4,-40.433702
22:24.5,-40.2449312
22:24.6,-39.8400229
22:24.7,-39.9041866
22:24.8,-39.244067
22:24.9,-39.3269872
22:25.0,-40.1520872
22:25.1,-37.3340748
22:25.2,-40.3315385
22:25.3,-40.3090179
22:25.4,-39.9975471
22:25.5,-39.9310636
22:25.6,-40.0009266
22:25.7,-40.0601761
22:25.8,-40.0669008
22:26.0,-40.0544773
22:26.1,-40.0828807
22:26.2,-40.0884296
22:26.3,-40.0743556
22:26.4,-40.0843969
22:26.5,-40.0541214
22:26.6,-40.0354036
22:26.7,-40.0380963
22:26.8,-40.0411541
22:26.9,-40.048784
22:27.0,-40.0482094
22:27.1,-40.0604907
22:27.2,-40.0644856
22:27.3,-40.0460463
22:27.4,-40.0351416
22:27.5,-40.030156
22:27.6,-40.0053936
22:27.7,-39.9945021
22:27.8,-39.9955643
22:28.0,-39.9997913
22:28.1,-39.9922721
22:28.2,-40.0052602
22:28.3,-40.0139323
22:28.4,-40.0075702
22:28.5,-40.0161453
22:28.6,-40.0139207
22:28.7,-40.0064554
22:28.8,-39.9927441
22:28.9,-39.9823284
22:29.0,-39.9738519
22:29.1,-39.9629106
22:29.2,-39.9582597
22:29.3,-39.9604663
22:29.4,-39.9581231
22:29.5,-39.9466381
22:29.6,-39.9363896
22:29.7,-39.9267896
22:29.8,-39.9201336
22:29.9,-39.9275599
22:30.0,-39.9363764
22:30.2,-39.9439552
22:30.3,-39.9503685
22:30.4,-39.9576535
22:30.5,-39.9661345
22:30.6,-39.9757054
22:30.7,-39.9772694
22:30.8,-39.9839966
22:30.9,-39.9869758
22:31.0,-39.9915947
22:31.1,-39.9886666
22:31.2,-39.9937458
22:31.3,-40.0003805
22:31.4,-40.005478
22:31.5,-40.0088637
22:31.6,-40.0114761
22:31.7,-40.0143507
22:31.8,-40.01792
22:31.9,-40.0192724
22:32.0,-40.0072745
22:32.1,-40.0089612
22:32.2,-40.0109369
22:32.4,-40.0133137
22:32.5,-40.0156704
22:32.6,-40.0134245
22:32.7,-40.0162483
22:32.8,-40.0186676
22:32.9,-40.0208755
22:33.0,-40.0231594
22:33.1,-40.0278101
22:33.2,-40.0305869
22:33.3,-40.0326861
22:33.4,-40.0334934
22:33.5,-40.0348578
22:33.6,-40.0292658
22:33.7,-40.4314565
22:33.8,-40.4065873
22:33.9,-40.4152333
22:34.0,-40.3481494
22:34.1,-40.3544182
22:34.2,-40.3497896
22:34.3,-40.3243032
22:34.5,-40.2997829
22:34.6,-40.3094632
22:34.7,-40.1653541
22:34.8,-40.1790006
22:34.9,-40.1962141
22:35.0,-40.1944042
22:35.1,-40.194637
22:35.2,-40.1865468
22:35.3,-40.1833735
22:35.4,-40.1733115
22:35.5,-40.1822454
22:35.6,-40.1909668
22:35.7,-40.2001283
22:35.8,-40.1939434
22:35.9,-40.1957465
22:36.0,-40.1971505
22:36.1,-40.2003634
22:36.2,-40.201374
22:36.3,-40.1819124
22:36.4,-40.1846582
22:36.5,-40.186426
22:36.6,-40.1351031
22:36.8,-40.1363855
22:36.9,-40.1242408
22:37.0,-40.1251052
22:37.1,-40.1291572
22:37.2,-40.1300123
22:37.3,-40.135982
22:37.4,-40.1453653
22:37.5,-40.137644
22:37.6,-40.1442287
22:37.7,-40.1455808
22:37.8,-40.1506789
22:37.9,-40.1543065
22:38.0,-40.157298
22:38.1,-40.1577978
22:38.2,-40.1648563
22:38.3,-40.1680504
22:38.4,-40.1712498
22:38.5,-40.1736991
22:38.6,-40.1724962
22:38.7,-40.1753738
22:38.8,-40.1731188
22:39.0,-40.1721342
22:39.1,-40.1631262
22:39.2,-40.1659871
22:39.3,-40.1691815
22:39.4,-40.1738928
22:39.5,-40.1768398
22:39.6,-40.1793351
22:39.7,-40.1817653
22:39.8,-40.1773045
22:39.9,-40.1751449
22:40.0,-40.1750682
22:40.1,-40.1752058
22:40.2,-40.1762117
22:40.3,-40.1788527
22:40.4,-40.1806286
22:40.6,-40.1832737
22:40.7,-40.1846133
22:40.8,-40.1869711
22:40.9,-40.1904218
22:41.0,-40.1915583
22:41.1,-40.1936192
22:41.2,-40.1951451
22:41.3,-40.1971823
22:41.4,-40.1973343
22:41.5,-40.1978341
22:41.6,-40.1931465
22:41.7,-40.1919802
22:41.8,-40.1901704
22:41.9,-40.1900952
22:42.0,-40.1912981
22:42.1,-40.1927652
22:42.2,-40.1915603
22:42.3,-40.1937309
22:42.4,-40.1873069
22:42.6,-40.1865687
22:42.7,-40.1859499
22:42.8,-40.1874089
22:42.9,-40.1874913
22:43.0,-40.1868034
22:43.3,-40.1679883
22:43.4,-40.1892484
22:43.6,-40.1090794
22:43.7,-40.1210105
22:43.8,-40.1118922
22:43.9,-40.1163803
22:44.0,-40.1206994
22:44.1,-40.1399662
22:44.2,-40.1477911
22:44.4,-40.1344598
22:44.5,-40.1413111
